,Job_title,Company_name,Location,Salary,Job_Description
673,Senior Software Engineer,Agrimetrics,Harpenden,NaN,"CAREERS
Senior Software Engineer
Reading or Harpenden · Full Time
Role Description and Person Specification:
As a Senior Software Engineer, reporting to a Development Team Leader, you will join a team that comes from a wide range of industries and technology environments. Drawing upon these diverse experiences, you will envision and create our innovative Data Marketplace and new data-driven products and services that leverage shared and linked data.
About Agrimetrics
Mission
Agrimetrics is funded by UK Government to catalyse the whole UK agrifood industry through the power of big data and advanced analytics.

The agrifood sector faces critical challenges: how do farmers sustainably intensify agricultural production to produce more from less; and how do all players manage risk and build resilience in increasingly fragile, international supply chains?

Whilst the industry collects plenty of data, these datasets are often not electronic or are trapped in siloes within disjointed research, corporate or farm management databases. The sector remains very immature in deriving valuable insights through sharing and integrating data and using machine learning applied across large quantities of data for modelling and predictive analytics.
Products, services and customers
Agrimetrics is creating the world's first Data Marketplace for the agrifood sector. This is underpinned by a knowledge graph linking open and private data relevant to farming. Our first product set – Field Explorer – links these data to field polygons that were developed by applying AI algorithms to earth observation (EO)/satellite data.

Customers include:


Third party application developers like Glas Data, who connect with the Data Marketplace through REST and GraphQL APIs and can build their own farmer-facing applications using our trusted data.
Corporate data scientists like Barfoots, who can use our data in combination with their own data from farming operations within analytics that answer key business questions, like predicting when a crop will be ready for harvest.
Academics and researchers like the pan-Europe SmartCow programme, who collaborate around shared and linked data resources to improve reusability and repurposing of research data.

Future data products and services will allow different types of companies across the agrifood supply chain (agri-supply/agri-techs, agronomists, farmers, processors, distributors, retailers) to explore more data, examine data flexibly through different concepts and lenses, and use our Data Marketplace as the go-to resource for exposing their own data and models for exploitation across the market.
Funding
Agrimetrics operates as a start-up – the vast majority of our development and data science efforts are novel and qualify for R&D tax credits. But we are not beholden to fickle investment funding rounds, and Agrimetrics has a clear runway based on grant funding agreements from Innovate UK [1] . Agrimetrics is structured as a ""private company limited by guarantee without share capital"", so does not answer to shareholders.

[1] Along with our sister Agri-Tech Centres: Agri-EPI, CHAP and CIEL (www.agritechcentres.com)
Locations
We are located at Rothamsted Campus in Harpenden, Herts, AL5 2JQ and at the Reading Enterprise Centre in Reading, Berks, RG6 6BU. Roles are based at either location.
About you:
You are a very experienced and adaptable Data Scientist.

You have a genuine passion for, and interest in, solving societal challenges and seeing your work make a real difference.

You believe that data can make the difference.

You strongly identify with our Values:
Innovation
Inspiration
Integrity
Interdependence[1]

You are ""T-shaped""[2] :
Real-world practitioner experience across a range of disciplines, collaborating with experts in other spaces -
Bringing a ""superpower"" to the team – an area of deep expertise in which you will lead our thinking and own solving our problems.

You are:
Comfortable working face-to-face and remotely as part of a collaborative multi-disciplinary team in a lean and agile environment
A self-starter
Able to deal with ambiguity[3]
An excellent communicator
Well organised
Keen to learn and grow through continuous improvement
A coach for others.

You have the right to work in the UK.

[1] Check out Stephen Covey's ""The 7 Habits of Highly Effective People""
[2] https://medium.com/@jchyip/why-t-shaped-people-e8706198e437
[3] https://thetrainingassociates.com/blog/career-development-skill-ambiguity/
Required skills & experience:


Programming languages: Two or more commercial programming languages and environments including at least one of Python or JavaScript, in a Linux environment.

Modern software development practices: Agile, test-driven development, refactoring, continuous integration/continuous delivery (such as Kubernetes, Docker).

Cloud: Delivering within cloud services (Azure, AWS or Google Cloud) – we use Azure.

APIs: Developing and using HTTP REST API microservices or GraphQL APIs.

For data engineers and back-end developers: Strong experience of:


Delivering data platforms with a variety of data stores (e.g. relational, columnar, triplestores, graph databases).
Designing and building data architectures for performance and integrity.
Big data processing tools and technologies (e.g. Hadoop, Spark, Kafka, Pachyderm).

For front-end developers: Strong experience with one or more front-end development frameworks such as React, Angular or Vue, in a data-centric environment.

For knowledge engineers: Real-world experience implementing semantic web and linked data concepts.


Tips for applicants
If you want to join our team as a Senior Software Engineer, please apply either directly to jobs@agrimetrics.co.uk or via our preferred recruiters.

Please note that the CV screen is being done by our Chief Operating Officer, who will really appreciate:


A tailored, focused application that clearly speaks to the specifics of the company and the role as set out above.
Clear demonstration of expertise and of value delivered.

Thanks for taking the time to learn about Agrimetrics and our mission."
674,Computational Protein Engineer,LabGenius,London,NaN,"At LabGenius, we’re building a platform to discover revolutionary medicines using machine learning. The work we do will positively impact humanity and fundamentally change scientific discovery forever!
We are an international team who love learning and are curious about the world. We have exciting growth plans for this year and are looking for a highly skilled Computational Protein Engineer to join us on our mission!
Your role.
With wet lab experience, and a deep understanding of molecular biology to boot, you’ll be key in communicating ideas and results between biologists and data scientists. Your ability to analyse NGS datasets, and your experience in creating data visualisations, will be critical in allowing you to share results with the wider R&D team to help draw conclusions. Being able to integrate your workflow with other teams, along with the ability to share findings in an articulate manner, will help you to achieve success within this position.
What you’ll do in this role.
You’ll analyse protein sequence datasets and published structures, generating multiple sequence alignments and mapping fitness landscapes: (30% of your time).
You’ll design synthetic antibody fragment libraries for novel biotherapeutic discovery: (20% of your time).
You’ll process NGS data generated by our in-house wet lab team, visualising the data and discussing the results with the wider R&D team to draw conclusions: (50% of your time).
Requirements
What we’re looking for from you.
You’ll have worked in a wet lab in a previous life, where you successfully designed and executed molecular biology experiments.
You’ll have used Python and applied statistics to analyse sequence datasets and extract actionable insights into experimental design.
You’ll be familiar with protein structure analysis, and have used protein structures and/or protein sequence datasets to inform your experimental design.
You’ll have worked with such tools as PyMol for protein structure analysis.
You’ll be adept at creating data visualisations.
You’ll have a solid grasp of basic applied statistics.
You’ll have the ability to communicate clearly and effectively with specialists from your own and other fields (e.g. protein scientists and data scientists).
How you enjoy working.
You’re a quick learner who enjoys discussing ideas and putting them into action.
You’re a true ‘multi-disciplinarian’; you’re equally happy digging into the details of a molecular biology protocol as you are training machine learning models.
You’re an inclusive team player who enjoys collaborating with people from different backgrounds.
You want work to be meaningful and to be part of a business dedicated to having a positive impact on humanity.
Benefits
What you’ll receive from us.
Aside from being part of our brilliant, purpose-driven team, you'll also enjoy:
Flexible working arrangements: whether you’re a night owl or a morning lark, with core hours of 10am-4pm, you can choose a pattern that works for you.
Easy access to on-site gym and climbing wall to break a sweat or indulge your inner monkey.
Monthly 1-on-1 coaching from Sanctus: because we need to look after our minds as well as our bodies.
Self-service study budget via Sunlight plus books, courses, and events; we encourage personal development in any form. Basically, we heart learning.
Weekly team lunches from City Pantry: the perfect time to connect over kebabs, natter over nachos, or cackle over curry.
Access to the Cycle To Work scheme: to make your commute cheaper, healthier, and a whole lot greener!
We believe that diversity makes for innovative, exceptional teams.
We are an equal opportunity employer and do not discriminate based on gender, race, colour, religion or belief, national origin, age, sexual orientation, marital status, disability, or any other protected class.
Please make sure you include a solid cover letter that shows your enthusiasm for this role and for LabGenius' work!"
675,Head of Software Development- (AI Tech Startup),Ampersand Consulting,London,"£100,000 - £140,000 a year","Head of Software Development- London- up to £140k- Hiring Now!
Our client a disruptive startup in the AI and big data space are looking to hire a Lead Software Engineer (OOP, Microservices, Kubernetes, AI) to help deliver their core products to a growing portfolio of clients to help them analyse billions of data points daily.
The client have a small but growing team in Central London with decades of experience applying Machine Learning and Artificial Intelligence in the real world.
Due to a period of growth they are looking for a Head of Software Development to provide group management for all Software Engineers across Front End, Back End and Data Engineering. You will be responsible for driving technology decisions, software architecture and guiding through all technical implementations. You will spend your time split between being a hands on Tech Architect as well as managing the engineering teams in both London and Bristol.
Responsibilities
Directly staff, manage and lead team of front end, back end, data engineering, QA and Platform software engineers
Become the point person on design and architecture across software engineering
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Work with commercial team, product management, and senior technical leadership to craft our technical story
Oversee all aspects of implementation at the code level, and ensure the right processes and technology bets are undertaken
Be the point person for technical research and information pertaining to software development
Identity, troubleshoot, and resolve technical issues in the UI/UX, Backend and data engineering ecosystems
Grow, manage and mentor junior members of the team, and direct leads to be successful
Requirements and Skills
Progressed from being a world class software engineer
Must have been either the architect or manager for at least 2 complex commercial releases of a large scale distributed software ecosystem
Been a software engineering manager for a complex, multidisciplinary engineering team
Knowledge of UI working with complex data sets and presenting complex data into workable presentation layer
Deep understanding of distributed and cloud computing
Knowledge and experience working with AI/Intelligent software platform coding and architecture
Experience in secure systems and complex environments
Have managed teams of engineers in professional setting
Has scaled engineering teams and experience working across multiple locations
Hands on coding skills in C/C++, Java, Javascript (React preferably), Python
Experience in designing microservices, messaging systems, Cloud Based APIs, NoSQL/RDBMS
In return the client will offer a competitive salary, with 25 days holiday (+bank holidays) increasing by 1 a year to a maximum of 30 days, holiday purchase scheme, pension and equity packages
Head of Software Development- London- up to £140k- Hiring Now!"
676,Senior Software Engineer - (Oxford) (Remote),Echobox,Oxford,NaN,"You will work closely with our CTO to help meet the day to day business needs of Echobox by helping to coordinate the efforts and direction of the technical team. This includes planning, execution and delivery of the product roadmap, fixing technical problems, responding to customer questions and providing software development assistance to the Data Science team. This is a remote position with travel to our London HQ 1-2 times per week.

Key Responsibilities:
Work with our CTO to help meet the day to day business needs of Echobox.
Be jointly responsible for the maintenance and quality of codebases and infrastructure.
Be responsible for the planning, execution and delivery of the product roadmap.
Help transition prototypes developed by the Data Science team into highly available, scalable and performant end user products.
Coordinate and coach other developers.
Be part of an out-of-hours ‘on call’ rota in case of serious technical problems.
About Echobox:
We are a fast-growing, research-driven company building an artificial intelligence that helps online publishers overcome the challenges they face every day. Using novel machine learning techniques, we are revolutionising the publishing industry and have a track record of building things that others have ruled out as impossible. Leading names from around the world rely on our product every day, including The Times, Le Monde, The Guardian, Vogue and many more.
Our team is our best asset. We work with extremely smart and talented individuals, who all enjoy a high degree of responsibility and independence in structuring their work.
Do you think you have what it takes to be part of Echobox? We'd love to hear from you.

About our work:
To get a better insight into the kind of work we do, check out our open-source project on Github (https://ebx.sh/gh), our data showcases (https://showcase.echobox.com) and our YouTube content on Microservices (https://ebx.sh/microservices).

Requirements

Minimum Academic Qualifications:
2.1 degree in a STEM subject from a top tier university.
Fluent written and spoken English.
Required Skills and Experience:
2 years experience as a full-time developer in an OO language (e.g. Java, C#, C++).
A good familiarity with Java (SE8+)
Agile development (scrum, kanban, peer reviews etc)
TDD & Continuous Integration
DCVS
An ability and desire to learn new skills quickly
Genuine passion for technology
Preferred Skills:
Experience leading a small software team, with strong project management skills.
Experience with different types of database technologies.
Experience designing and maintaining microservice based architectures.
Experience utilising AWS services.
Experience building RESTful web services.
Familiarity with common *nix command line tools.
Experience working with React, CSS and HTML5.
An understanding of software security and common exploit methodologies
Benefits:
Our employees enjoy free breakfast every day, coffee, drinks and snacks all day, everyday. Every Wednesday, we order food for our weekly team lunches where everyone gets together for an hour of fun. We have monthly team events (dinner, bowling, karting, poker nights, board-games etc.) for our team to get to know each other outside of work. Professionally, we host in-house conferences and an annual summer camp for all our global employees who are flown to and hosted in London. We ensure that all our employees also get pension contributions, the latest tech, generous annual leave and an amazing office with a balcony overlooking Notting Hill."
677,Senior Electronics Engineer,ECM Selection,Cambridgeshire,NaN,"This is a senior role for an experienced and confident electronics engineer with a broad range of skills across many aspects of electronics systems design.
Our client seeks an experienced and customer-facing Senior Electronics Engineer with a broad skill-set and top education. This is a great role which involves taking responsibility for novel electronic designs within a multidisciplinary team, working closely with colleagues and external partners to devise innovative solutions within UK defence and security applications. The company’s technology solutions contribute to people’s safety and welfare, for example machine vision applications for surveillance purposes or sophisticated ground-based radar systems.
Your CV will demonstrate a strong academic background from a world leading university in electronics (or similar). Your subsequent commercial experience in electronic / hardware design will show your ability to design complex and robust electronics products.
This is a great career opportunity - working on different projects with motivated colleagues and seeing the project through from beginning to end. You’ll be technically convincing, someone who’s able to contribute novel ideas and work collaboratively with peers and customers.
In return, you’ll receive an excellent salary, top-notch benefits and an environment that encourages you to develop further technical knowledge.
The field of work means that UK security clearance will be required.
Keywords: Digital, analogue, digital, high-speed design, embedded systems, FPGA, VHDL, Verilog, RF, microwave electronics, machine learning, data fusion, Cambridge.
If this sounds like you, get in touch with ECM Selection – whilst we can only put forward the top few candidates, we do read every CV and try to respond to everyone, and we may have other ideas to suggest to you too."
678,Senior Software Engineer,Venturi,London,£600 - £700 a day,"Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
Rates: £600 – £700 per day
Location: London
Duration: 6 – 7 Months
Key Responsibilities of the suitable Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
An international organisation is seeking a talented senior developer with experience in software engineering.
The successful applicant will be invited to join our welcoming, diverse team in London and work on innovative solutions to complex problems.
The role will require you to interact with clients and collaborate with their passionate team of data scientists and systems engineers, shaping software to meet client needs.
We are seeking a senior developer with at least seven years of experience within the industry, covering the full spectrum of software engineering practices.
Essential Experience of the suitable Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
Expert in one of the following C++ or Python.
Multiple software languages and environments, including Windows and Linux systems, Web and REST API development
Hands on best practices software development in various modern languages
Application of software engineering skills to quantum computing
Lead achievement of the team’s software engineering outcomes in a distributed environment
Mentoring and advancement of other team members
Ideally come from Finance/Banking/Machine Learning/Quantum Computing background.
Beneficial Experience of the suitable Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
Modern, underlying technologies such as high performance computing, GPGPU, containers and cloud computing environments
GPU’s
Development of Simulators
Development of Use Cases
Applied Research
At least Bachelor’s degree in Engineering (Computer Systems, Software, IT&T, Systems). Specializations in computer science, advanced mathematics and physics are highly regarded
To apply for the Senior Software Engineer role please send an updated CV to shelby.watts@venturi-group.com
Venturi is a staffing business dedicated to you, differentiating ourselves in the marketplace by quality of service and candidate delivery. Our highly skilled and experienced staff operate within dedicated markets to give you the best service possible. Venturi markets include Business Intelligence, Development IT & Legal IT. Venturi operates as an employment agency and employment business. No terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we are happy to accept applications from persons of any age for this role."
679,Head of Data Science,Revolut,London,NaN,"ABOUT THE TEAM
Data sits at the heart of Revolut and plays a uniquely crucial role in what we do. With data we build intelligent real-time systems to personalise our product, tackle financial crime, automate reporting, track team performances and enhance customer experiences.
Fundamentally, data underpins all operations at Revolut and being part of the team gives you the chance to have a major impact across the company – apply today to join our world class data department.

ABOUT THE ROLE
We have over 120 Data Scientists, Machine Learning Engineers and Data Analysts globally, with projects across fraud prevention, anti money laundering, finance, NLP, computer vision, growth, engagement, and customer experience to name a few.
As Head of Data Science for Revolut your mission will be to lead this organisation and define the direction, structure, processes and standards for Data Science across the company, so that every department that relies on data science can benefit from the full potential of the world class AI and ML talent in the team.
You will report to our CEO and become the central point of leadership for this rapidly growing team.

WHAT YOU'LL NEED
Experience building and leading a significant data science team within a scaling organisation
Bachelor's/Master's/PhD in STEM (Mathematics, Computer Science, Engineering)
Excellent knowledge of data science tools, including, python coding, SQL and production tools.
Deep understanding of fundamentals of probability and statistics.
Big picture thinking - correctly diagnosing problems and productionising research.
Excellent communication and collaboration skills to partner with Product Owners and business heads

A little about us…When Revolut was founded in 2015, we had a vision to build a sustainable, digital alternative to traditional big banks. Our mission now is to help our customers improve their financial health, empower them to have more control, and promote financial cohesion across the communities in which we operate. Launching into 2020 with 10 million Personal customers and over a quarter of a million Business customers only reinforced our belief in the vast need across the world for better financial services. As our customer base has boomed in the last year, we’ve expanded our team to match that growth. We started 2019 with several hundred employees; we closed it out with 2000.

What we’re looking for…Revolut is being scaled up by people all around the world who share our vision. We’re looking for people who align with our four core values: we Never Settle, we Get It Done because we Think Deeper and we’re Stronger Together. You’re the kind of person who wants to join a community of forward-thinking people, all personally and professionally invested in Revolut’s mission. You thrive in a collaborative space where everyone’s learning from each other, and learning fast. We believe in empowering our Revoluters in their work, giving them autonomy and ownership of what they do. We want everyone at Revolut to own their story and their successes - working with us means you’re not just another cog in the machine.

THE BENEFITS
Competitive salary
Biannual equity bonuses
All the latest tech you need
Skip the commute and work from home once a week
Roll with a free Revolut Metal subscription
Pension plan
Private health insurance
Start the day properly with fresh fruit and cereals
Stay refreshed: get juice, tea, coffee and soft drinks on tap
Rest up with 29 days’ holiday per year"
680,Lead Credit Modeller - Decision Science,Revolut,London,NaN,"ABOUT THE TEAM
The credit department at Revolut designs, develops and launches credit products across multiple countries.
As we do this from scratch we have complete responsibility for each product: developing the backend, the front-end, the data science infrastructure, and then creating a local setup in each country with scalable risk management and portfolio management solutions.
The team is made up of a mix of risk management, product, design and software professionals, providing lots of opportunity to share knowledge and learnings across functions.

WHAT WE NEED
Revolut's Credit Modellers are a specialised data-science & analytics team that sit in the front-office to provide analytical insights to drive business decisions and to build best in class predictive models for in country credit risk.

They have strong backgrounds in applied mathematics and computer science, taking advantage of Revolut's elite technology platform to revolutionise the world of finance.

WHAT YOU’LL BE DOING
We're hiring the world's best data scientists to utilise sophisticated methodologies (including Machine Learning) to optimise data-derived strategies that support our product launches and shape Revolut's retail lending strategy.
You'll collaborate with product owners and engineers to improve Revolut's data infrastructure
Help design scalable production level models for retail products and procedures to ensure continuous performance of products in country
Constantly review and suggest opportunities to enhance our underwriting models through the use of existing and alternative data sets
Provide support in customising models for country specific requirements and product launches
Deliver enhanced insight and analytics to ensure best in class predictive models for scoring, pricing and targeting

WHAT YOU’LL NEED
Master’s/PhD in a STEM subject (Mathematics, Computer Science, Physics, Engineering, Economics)
Proficiency in developing production level models for retail risk management
Familiarity with retail credit products and the underwriting process
Hyper-logical thinking: - Using systematic approaches to diagnose problems and engineer new solutions.
Databases: SQL {Exasol, PostgreSQL, BigQuery}, NoSQL {DataStore, CouchDB, Redis}
Production: Docker, K8s, Multi-threading
A little about us…When Revolut was founded in 2015, we had a vision to build a sustainable, digital alternative to traditional big banks. Our mission now is to help our customers improve their financial health, empower them to have more control, and promote financial cohesion across the communities in which we operate. Launching into 2020 with 10 million Personal customers and over a quarter of a million Business customers only reinforced our belief in the vast need across the world for better financial services. As our customer base has boomed in the last year, we’ve expanded our team to match that growth. We started 2019 with several hundred employees; we closed it out with 2000.

What we’re looking for…Revolut is being scaled up by people all around the world who share our vision. We’re looking for people who align with our four core values: we Never Settle, we Get It Done because we Think Deeper and we’re Stronger Together. You’re the kind of person who wants to join a community of forward-thinking people, all personally and professionally invested in Revolut’s mission. You thrive in a collaborative space where everyone’s learning from each other, and learning fast. We believe in empowering our Revoluters in their work, giving them autonomy and ownership of what they do. We want everyone at Revolut to own their story and their successes - working with us means you’re not just another cog in the machine.

THE BENEFITS
Competitive salary
Biannual equity bonuses
All the latest tech you need
Skip the commute and work from home once a week
Roll with a free Revolut Metal subscription
Pension plan
Private health insurance
Start the day properly with fresh fruit and cereals
Stay refreshed: get juice, tea, coffee and soft drinks on tap
Rest up with 29 days’ holiday per year"
681,Full-Stack Software Engineer,Wayve,London,NaN,"WHO ARE WE?
We're building artificial intelligence capable of complex driving using end-to-end deep learning; one which can scale across diverse urban environments. Wayve is building a full driving software system which is data-driven at every layer, learning to drive. Our unique end-to-end machine learning approach learns to drive in complex, never-seen-before urban environments. We learn to drive with computer vision by both observing human driving, and by using reinforcement learning.
This is one of the world's hardest and most impactful problems to solve. Which is why we are building a diverse, world class team of people. We are motivated to turn up, not for a job, but for an opportunity to work with clever people on difficult problems which leave a positive impact on the world we live in.
WHERE YOU'LL HAVE IMPACT?
In line with our vision, we need to build infrastructure to train deep learning models on huge data sets, and to validate these models before deployment for testing in the real world. We are looking for people to build out this infrastructure, the tools to manage it, understand and visulise the data and the pipelines to test and deploy our models to our fleet of cars.
WHAT WE ARE LOOKING FOR?
Javascript (or Typescript), React (or Angular/Vue), Data Visualisation
Python, Pandas
Docker, Kubernetes, Kafka
WHAT WE OFFER?
Competitive compensation
Immersion in a team of world-class researchers, engineers and entrepreneurs
A position to shape the future of autonomy and tackle the biggest challenge of our time.
Variety of benefits including learning budgets and an in-house chef
Wayve is built on people and their differences gives us strength. We are proud to be an equal opportunities workplace and encourage people from all walks of life to join our journey, growing and expanding with us. We don't just embrace diversity, we encourage it."
682,"Site Reliability Engineer (SRE), DevOps Engineer",Head Resourcing Limited,Manchester,"£68,000 - £104,000 a year","We're at War.
White Hat vs. Black Hat.
Good vs. Evil.

...And we need your help.

Do you want to work with the forerunners in using AI and Deep Learning to create applications that lead the way in security?

You'll be joining the best-of-the-best in Manchester, surrounded by like-minded and driven individuals all keen to further their knowledge of SRE and DevOps related technologies, whilst fighting the good fight against fraudulent online behaviour.

""Site Reliability Engineer"" can mean a lot of things to a lot of people. To us, it's the glue that holds together the software and systems engineering disciplines to build and run large, secure, massively distributed and fault-tolerant systems.

It's also a mindset. You'll have the freedom to be creative in your engineering solutions with one underlying principle - Automate Everything.

As a company, we're the leaders in providing innovative security solutions to the financial services world, utilising Artificial Intelligence, Machine Learning and other cutting-edge technologies to ensure your money stays safe.

You'll need some solid coding principals in languages like C, C++, Python, Ruby, Go, shell scripting etc, as well as being well-versed in Unix/Linux operating systems. You'll also need to demonstrate experience with containerisation technologies such as Kubernetes and/or Docker.

Extensive knowledge of AWS is also a must.

If you've read this and you're interested or have questions, drop me a WhatsApp or call 07919 490 140, or you can email ahill@headresourcing.com"
683,Quant Pairing Software Developer,G-Research,London,NaN,"Imagine introducing the next generation of technology to a platform in real-time
G-Research is a leading quantitative research and technology company. By using the latest scientific techniques, we produce world-beating predictive research and build advanced technology to analyse the world’s data.
We are developing the next generation of infrastructure that can effortlessly scale and flex. This capability allows us to adapt to the demanding needs of the business to process and analyse large and varied data sets at speed.
G-Research is a leading quantitative research and technology company. By using the latest scientific techniques, we produce world-beating predictive research and build advanced technology to analyse the world’s data.
Software Engineering is core to our business. By designing and implementing real-time systems, our engineers are solving some of the world’s most complex financial problems.
The role
Our Realtime Platform Development (RPD) Group are looking for exceptional software engineers to work alongside our world-class quantitative researchers to help us better predict the future. As part of this select group, you will be responsible for a wide range of projects under the direction of quants at the bleeding edge of research. Previous projects have included:
Applying novel machine learning ideas to our datasets using our in-house compute farm
Adding new features to open source machine learning packages
Extending trading platform capabilities to enable new research
Optimise performance critical parts of our trading platform
Applying numerical methods to compute solutions to quants’ mathematical models in a latency-sensitive environment
Refactoring quant code into high-quality software components with well-defined interfaces and appropriate testing
As an engineer working directly on research projects you’ll have the opportunity to see new research first and be expected to act as a conduit between research and engineering. This involves communicating quant feature requests with sufficient context to ensure engineering projects are triaged and scoped appropriately,l and acting as an ambassador for engineering whilst working alongside quants.
Who should apply?
In order to apply, you should be an outstanding software engineer, capable of solving a wide variety of technical challenges. You will need to be flexible and pragmatic; comfortable both rapidly prototyping ideas via throw-away code and developing high-quality well-tested components, able to add value through greenfield projects and improvements to legacy code alike.
Although day-to-day research work is often individual, it is always connected to a larger team effort. You must be effective working as part of a team of quants and engineers to improve our trading platform and the research we deploy to it.
The majority of our code is C# or F#, so familiarity with functional programming will be useful. This said, we prioritise the ability to learn whilst delivering value more than experience with any specific language or technology.
The successful candidate will be a software engineer with:
Excellent academics such as a 2.1 or better in Computer Science (or similar) from a top university, or as an alternative substantial and highly impressive professional experience
Demonstrable ability to engineer high-quality maintainable software and experience with automated testing and continuous delivery
Experience working closely with data scientists or quantitative researchers in a research directed environment
Experience with machine learning either professionally or from personal projects
Finance experience is useful but by no means a pre-requisite. Candidates from non-financial backgrounds are encouraged to apply.
Why should you apply?
Exposure to some of the world’s most foremost quant researchers, working on varied and challenging engineering projects
Highly competitive compensation plus annual discretionary bonus
Informal dress code and work/life balance
Comprehensive healthcare and life assurance
25 days holiday
9% pension contribution
Cycle-to-work scheme
Subsidised gym membership
Monthly company events
Central London office close to 5 stations and 6 tube lines"
684,"AI/ML - Full Stack Engineer (SPA), Siri Understanding",Apple,Cambridge,NaN,"Summary
Posted: May 21, 2020
Role Number:200129357
Siri is fast becoming the best way to get things done by talking to our machines through artificial intelligence. Hundreds of millions of people now use Siri to send a message, play their favourite song, or even take a selfie. Imagine what you could do here. We're looking for a passionate full-stack software developer who loves to build cutting edge software and has a passion for data and language to help take Siri to the next level.
Key Qualifications
Object-oriented software design and programming
Coding skills across the full-stack: front-end (JavaScript and related frameworks such as React) as well as back-end (Node.js, Java, Scala, Python, etc.)
Experience with single page apps (SPA), ideally building annotation tools and/or visualisations for linguistic data (any NLP a plus)
Development of fault-tolerant, scalable online services end-to-end
Working knowledge of big data technologies (e.g. Spark, Hadoop) a plus
Agile software development
Description
You will be working as part of an extraordinary team, including world-class software engineers, renowned academics, and expert machine learning practitioners who are all passionate about applying groundbreaking techniques to conversational dialogue. You will work closely with data scientists to develop the new annotation and data tools that Apple uses internally for building the next generation of a more intelligent Siri. This requires a complex UI for the Machine Learning projects to help visualise tough concepts. Used by many users we develop fault tolerant scalable services. The real time nature of the platform will require you to ensure a high level of uptime. Your work will directly benefit to the user experience. Based in Cambridge, we collaborate with teams across Apple worldwide and you will join our Agile development teams working on client server design. You will have strong technical skills, a drive for high quality software and the ability to innovate creative solutions. Communicating clearly and having the flexibility to learn new technologies, while continuously developing your skills will be key to your success. You will fit into our teams, be a fantastic collaborator, comfortable with giving and receiving feedback and able to thrive in a dynamic environment. If this is you, we'd love to hear from you.
Education & Experience
BA/BS or MS in Computer Science or equivalent experience"
685,Insight Analyst,Harnham,Leeds,"£40,000 - £45,000 a year","Insight Analyst
Leeds - Home Working at Remote Working Available
Up to £45,000
Fantastic chance to joining a global analytics consultancy who have actually onboarding new clients during the COVID outbreak and have huger operations in the UK, USA and Australia, partnering with some of the biggest retailers. This role enables you to work internally with data scientists and engineers using the latest libraries in Python, however more importantly it will enable you to relay some impressive insight!
The Role:
Being an analyst in the team you will be taking a lead on projects, championing
Customer segmentation strategy
Pricing and Promotional analytics
Play a part in interpreting insight from and building some machine learning models in R and Python (no prior experience needed)
This role will also include working with supply chain teams, optimising stock levels through shopper behavioural insights
You will use SQL to code and query the database in order to derive insights for the company
You don't have to tick all of the boxes but some of the following would be relevant:
You will have commercial experience in SQL
Commercial acumen to speak with wider stakeholders
You will ideally have had exposure to statistical tools - R/Python
You will have experience within customer insight and marketing functions
How to Apply
Please register your interest by sending your CV to Jamie Smith at Harnham via the link on this page. Video interview and remote on boarding is permitted."
686,DevOps Engineer,Linux Recruit,London,"£45,000 - £50,000 a year","I have an opportunity for you to become a real-life Superhero within a Medtech company who are at the forefront of Artificial Intelligence (AI) making a difference in the health industry for millions of people around the world. You'd have the chance to work within a team who have created one of the most advanced chatbots that use neural networks, machine learning and natural language procession to assist in aiding the people around the world.
The role is seeking DevOps Engineers of all levels whether you've established yourself and considering a new challenge to use your superpowers or a Junior starting out in the industry who is interested in getting your teeth in some cool tech. Either way, this company encourages new ideas and opinions and promotes professional development.
The tech for this role - Ansible, Docker, AWS, CI/CD tools, Python, Terraform and many more! Great package with awesome benefits, it would be silly to miss out.
What are you waiting for - pack your superhero outfit and get involved!
Drop me an email at 'Dan.phoenix@linuxrecruit.co.uk'"
