,Salary_Average in $,Job_title,Company_name,Location,Job_Description,R_Skills,Java_Skills,SQL_Skills,Spark_Skills,Matlab_Skills,Tensorflow_Skills,NLP_Skills,Python_Skills,C++_Skills
164,114300.0,Director of Research,Oho Group,London,"Director of Research - Machine Learning Engineer - Causality

Managerial research role for a Machine Learning start-up that is already gaining an impressive name for themselves. This is a young company that is already boasting an impressive track record working on cutting edge machine learning. You will be working as a hands on researcher and have world class knowledge in Machine Learning, ideally in Causality. You will be able to show demonstrable knowledge and skill working with scientific papers, patents and grants.

You will be looking to work with a cutting edge organisation where you can really make an impact directing a team of Phds. This is a position for someone that can impact an organisation by creating world class solution more than someone with numerous years running a large team but any exposure to managing researchers is highly beneficial

Director of Research

Director of Research",0,0,0,0,0,0,0,0,0
165,123825.0,LEAD DEVOPS ENGINEER,Bangura Solutions,London,"Fantastic career opportunity for a Lead DevOps Engineer with a strong Data (Big Data), Business Intelligence & Analytics background to help out prestigious clients to deliver a business critical programme in migrating their Data Pipeline across 11 countries into a new global cloud BI Solution, as part of a £180m programme - paving the way on how our client delivers their Analytics platforms.
You will be working as the technical lead accountable for the end-to-end approached to building this solutions. You are likely to highly regarded as an expert DevOps Engineer with a genuine passion for driving innovative approaches of building scalabe, robust and secure Big Data environment strategy solutions into the Cloud - GCP, AWS or Azure. You will have the ability to influence stakeholders at all levels and are likely to thrive in being given the autonomy, resources and capability to push the boundary's of the norm in truly building a world-class complex real-time solutions into the Cloud. This has been fully signed off from exec level to deliver this greenfield project.
Key skills:
Significant Lead DevOps Software Engineering experience
Experience of building and maintaining complex Cloud (GCP, Azure, AWS) environments with server less technologies
Strong experience of building Big Data and Analytics platforms with strong Artificial Intelligence (AI) and Machine Learning (ML) awareness. Any Hadoop Ecosystem is highly desirable.
Experience influencing multidiscipline technology teams across multiple locations.
Significant experience in developing, owning and maintaining build automation process environment
Passionate about simplification and automation, continually looking to improve upon existing processes and procedures to drive efficiencies within the environments
Experience of CI/CD technologies & tools, including Chef, Docker, EC2, Jenkins, Puppet, etc.
Strong Github, VSTS, JIRA
Strong experience of collaborating with Engineering and Architecture teams to driving the right environment strategy
Ability to own, track and provide regular updates on all environment issues through to resolutionAbility to lead from the front in establishing and inspiring high-performing teams to work to a common goal
If you have not had the opportunity to be the Lead DevOps Engineer, but feel you have the attributes to be a successful Lead and the key skills experiences mentioned above, then our client would welcome a conversation with you.
Our client will be looking to significantly build resource capability to deliver this initiative, but this is a great job opportunity to Lead the project from the front as Lead DevOps Engineer / Consultant to set the strategy, approach. The market is sure to be taking about project in future, but if you want to lead it rather than simply be within the team in future, apply now or call Bangura Solutions on 0203 854 1400 to discuss this further.",0,0,0,0,0,0,0,0,0
166,167640.0,Kubernetes DevOps Engineer,Linux Recruit,Cambridge,"Work with one of the most advanced machine learning companies in Cambridge, who are looking to add a DevOps Engineer to their Central Cambridge office, to help them forward their low-latency solutions to deliver to their customers.
You'll be joining the team that are building out and scaling a real-time global platform whilst also working on and improving their advanced machine learning capabilities. Upon an initial interview, you'll quickly realise the strength of the team and the groundbreaking services they are working on.
You will be responsible for the reliability, scalability and resilience of the platform, as well as taking on the task of automating their production infrastructure, building out end to end monitoring capabilities and improving their use of AWS, Docker, Kubernetes, Puppet and Jenkins.
We're looking for an engineer who knows Linux systems from the ground up, that can not be stressed enough. Further to that you must have been working with Docker and Kubernetes extensively.
In return for you Docker / Kubernetes experience, you'll be gifted with the opportunity to work on a range of sophisticated systems, benefiting from a collaborative and truly DevOps environment which prides it's self on excellence. Moreover, a modern management style ensures that you'll be given the environment and freedom to do your best work.
Experience required:
Linux (extensive)
AWS
Docker
Kubernetes
Apply now and i'll be happy to run you through the particulars in far more detail…",0,0,0,0,0,0,0,0,0
167,195580.0,Senior Python Engineer and Data Scientist,onezeero,London,"Senior Python Engineer and Data Scientist - Commodities Trading - 6 Months Contract
I'm looking for a Senior Python Engineer and Data Scientist to joing a Commodities Trading firm in London on a contract basis. Remote onboarding so you can start working from the comfort of your own home.
This role will support traders and analysts by providing data gathering and manipulation tools, and developing models to facilitate supply/demand and price forecasting. This will be a fast-paced and dynamic environment where needs will be changing on a frequent basis. The ideal candidates will have a flexible mindset and a strong track record working within commodity trading. This role will be an application developer tasked to deliver tools and applications for use directly on the trading desk. It will involve developing tools directly on top of and within an Azure cloud platform.
Key Skills and Experience:
Essential: Overall 15 + Years of IT Experience
5-7 yrs experience designing, developing, and maintaining front end applications with C# and .NET, AND 3-5 yrs with either Python or C++. Candidates with significant experience with all 3 languages would stand out
Hands-on time series data experience in SQL and Python including demonstratable experience in handling large datasets
Statistical analysis background from either academia or in practice including experience in building predictive modelling frameworks, and knowledge/application of machine learning techniques in that context
Has built low latency solutions for data acquisition and/or trading
Has created proprietary code libraries (with documentation) to be used by other developers
Uses version control and manages their code base appropriately
Has both supported their own solutions post go-live and offloaded support to a third-party
Hands-on experience developing scalable cloud-native applications in the Azure stack
Please apply now for confidential discussion about the role!
We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age.",0,0,1,0,0,0,0,1,1
168,82550.0,Senior Software Engineer,Spectrum IT,Guildford,"Senior Software Engineer - £55k - £75k - Guildford, Surrey
Senior Software Engineer required by a market leading software company based in Guildford, Surrey. The company are going through a large growth phase and are looking for exceptional Senior Software Engineers to join their scrum teams.
The successful Senior Software Engineer will have the opportunity to gain exposure to the latest modern technologies including Machine Learning and AI. Candidates will be expected to have a strong academic background with a degree from a well-regarded university.
Essential experience:
C#
.NET Framework
SQL
HTML, CSS, JavaScript
Any experience in the following would be advantageous:
.NET Core
Containers
Machine Learning / AI
Microservices
Docker
This is an opportunity to work with the latest technologies in a fast-growing software company. If you are looking for an opportunity of this nature please contact RyanOatley@SpectrumIT.co.uk or call 02380 765286",0,1,1,0,0,0,0,0,0
169,49530.0,Senior big data devops engineer,SS WEB TECHNOLOGIES LTD,Leeds,"Company description
SS Web Technologies is UK based IT firm with a track record of excellence and performance. We have a pool of highly-trained and experienced professionals in IT functions. We have a balanced ration of developers and engineers to ensure that the needs of our clients are sufficiently met. Our team possess technical competencies to enable them to manoeuvre through the complex conundrums of IT and offer you solutions to your business problems.
Job description
Job Summary
We are a Technical Services providing Organization based in Dartford that provides its employees the decent working environment and opportunity to work with pioneering technologies.
The Company: SS WEB TECHNOLOGIES LTD is a group of professional consultant with expertise in IT solutions, Software development, Cloud consulting services. SS WEB TECHNOLOGIES leverages the collective strengths of its employees.
The Position: We’re looking for a skilled Senior BigData DevOps Engineer. The pay range we’re offering is from £38,000 to £40,000.
Requirements:
Hadoop Ecosystem experience, proficient in two (Ambari, Kafka, Spark etc).
Developing software utilizing Big Data technologies such as Apache Spark, Hadoop, HDFS, Kafka, Zeppelin.
Groovy/Java/Python Programming.
Pipeline development.
Experience in Amazon Web Services, hands on with Ansible, Terraform, Vault.
Automated software configuration experience, ideally using Puppet or Ansible.
Strong linux system administration skills, predominantly in CentOS and RHEL.
Tomcat/Apache LAMP stacks.
Continuous Integration (Jenkins preferably).
Strong experience in professional product software development design and implementation.
Programming experience in hands-on object-oriented analysis, design, development and debug usingScala (preferred)or Java.
Strong experience of buildingApache Spark-based solutionsusing Scala, MLlib, etc.
Experience manipulating big and noisy datasets (eg Spark, SQL, Hive), NoSQL databases.
Experience creating models utilizing Machine Learning and/or Statistics.
Experienced and committed to delivering high-quality software using industry best practices (eg test-driven development, Agile, Scrum, CI/CD, DevOps, etc.)
Experience of Linux/Unix, SQL, and industry tools; Git, Eclipse, IntelliJ IDE, Jenkins, Maven.
Undergraduate degree is must.
Industry: Computers and Electronics
Benefits:
Work from home opportunities
Reference ID: SSWEB4620
Job Types: Full-time, Permanent
Salary: £38,000.00 to £40,000.00 /year
Experience:
DevOps: 1 year (Preferred)
Work remotely:
Temporarily due to COVID-19",0,1,1,1,0,0,0,1,0
170,88900.0,Senior Front End Developer,Understanding Recruitment,Oxford,"Oxford, UK - £65,000 - £75,000
We are hiring for a Senior Front End Developer to join an expanding Artificial Intelligence health tech based in Oxford. This Hugely successful company are an internationally recognised innovator in the Healthcare sector. Currently looking for a Senior Front End Developer to work on our powerful machine learning product that helps research into some of the worlds top medical issues, such as Cancer and Covid-19
As one of our Senior Front End Developer you'll be positioned within a cross functional team, alongside our data and machine learning engineers to focus on our a Covid-19 response in partnership with the NHS and Oxford University.
Technically we would like to hear from a Senior Front End Developer with capabilities in:
JavaScript (ES7), React, Node.JS
Typescript, Linux, Webpack
Computer Science or other STEM degree required
As a Senior Front End Developer you will join an exciting organisation that have just received funding to truly harness their potential and are aiming to take on a stronger international presence. We offer a vibrant but results driven culture with room for progression from the Senior Front End Developer position.
Apply now for immediate consideration.
Understanding Recruitment is acting as an employment agency for this vacancy.",0,1,0,0,0,0,0,0,0
171,85725.0,Scala Engineer - Big Data,Linux Recruit,London,"Are you an engineer excited by the limits of Scala programming within Big Data?

You will join a team in Central London, known for their modern approach when using Scala within Data, Machine Learning and AI projects.

Whether you're experienced in using Java with Big Data, looking to move into a Scala environment or a Scala Engineer looking to move into Analytics, then we'd like to hear from you.

There are various opportunities to work with our analytics teams across the business, therefore we will work to your strengths and train where appropriate.

You will produce high-quality and clean code, with an innovative stack featuring Scala, Hadoop, Spark, Kafka, AWS and Mesos alongside experience Scala and Big Data Engineers, solving complex problems on a project to project basis.

As well as working with a modern technical environment, you will also join a company with a culture centred around trust. You will have ownership of your projects alongside your peers and various flexibility options to suit your situation such as flexi-hours and remote working.

This is a fantastic opportunity for you to make a leap into a team using Scala as their primary language, working with a company involved in the functional community.",0,1,0,1,0,0,0,0,0
172,88900.0,Software Engineer - Python,Oho Group,London,"Software Engineer - Python - Machine Learning

Software Engineer - Python - Machine Learning

A Software Engineer that is skilled in Python is needed for one of the most exciting start-up in London.

The company provide a product that uses machine learning and AI to extract key information from financial companies. It provides this platform on a GCP platform.

As a software engineer you could be joining a company that has grown rapidly over the last year. They have backed by Entrepreneur First. This is your chance to join a truly machine learning lead company with a CTO who has a PHD in AI.

The company are looking for Software Engineers with skills in:-
Python (Django or Flask)
Kubernetes or Docker
NoSQL or MongoDB
An interest in Machine Learning
CI/CD

The machine learning company are looking for a software engineer with strong coding skills to be a part of an exciting machine learning project.

Software Engineer - Python - Machine Learning",0,0,1,0,0,0,0,1,0
173,31750.0,Data Engineer,Inspiring Interns,London,"Information on the company
Our Client is a FinTech start up focussed on the non-bank lending sector. They work in partnerships with established non-bank lenders offering them access to capital and technology to scale their businesses
The role will involve working closely with the data science team and the founder in the build out of a new data product. The candidate will build on work that has already been done in the areas of data collection, cleansing and storage, bringing a full time focus to this area as it scales with the new product launch.

Key Requirements:
A Computer Sciences degree or Integrated Masters from a leading university.
Must have coding experience in Python, Java and Angular.
Experience in machine learning a positive but not an absolute requirement.
Beyond the technical skills an interest in finance and a desire to learn more about finance is essential for the role.
The role offers a number of career paths both within the core business and in the subsidiary lending businesses.",0,1,0,0,0,0,0,1,0
174,152400.0,Head of Software Development- (AI Tech Startup),Ampersand Consulting,London,"Head of Software Development- London- up to £140k- Hiring Now!
Our client a disruptive startup in the AI and big data space are looking to hire a Lead Software Engineer (OOP, Microservices, Kubernetes, AI) to help deliver their core products to a growing portfolio of clients to help them analyse billions of data points daily.
The client have a small but growing team in Central London with decades of experience applying Machine Learning and Artificial Intelligence in the real world.
Due to a period of growth they are looking for a Head of Software Development to provide group management for all Software Engineers across Front End, Back End and Data Engineering. You will be responsible for driving technology decisions, software architecture and guiding through all technical implementations. You will spend your time split between being a hands on Tech Architect as well as managing the engineering teams in both London and Bristol.
Responsibilities
Directly staff, manage and lead team of front end, back end, data engineering, QA and Platform software engineers
Become the point person on design and architecture across software engineering
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Work with commercial team, product management, and senior technical leadership to craft our technical story
Oversee all aspects of implementation at the code level, and ensure the right processes and technology bets are undertaken
Be the point person for technical research and information pertaining to software development
Identity, troubleshoot, and resolve technical issues in the UI/UX, Backend and data engineering ecosystems
Grow, manage and mentor junior members of the team, and direct leads to be successful
Requirements and Skills
Progressed from being a world class software engineer
Must have been either the architect or manager for at least 2 complex commercial releases of a large scale distributed software ecosystem
Been a software engineering manager for a complex, multidisciplinary engineering team
Knowledge of UI working with complex data sets and presenting complex data into workable presentation layer
Deep understanding of distributed and cloud computing
Knowledge and experience working with AI/Intelligent software platform coding and architecture
Experience in secure systems and complex environments
Have managed teams of engineers in professional setting
Has scaled engineering teams and experience working across multiple locations
Hands on coding skills in C/C++, Java, Javascript (React preferably), Python
Experience in designing microservices, messaging systems, Cloud Based APIs, NoSQL/RDBMS
In return the client will offer a competitive salary, with 25 days holiday (+bank holidays) increasing by 1 a year to a maximum of 30 days, holiday purchase scheme, pension and equity packages
Head of Software Development- London- up to £140k- Hiring Now!",0,1,1,0,0,0,0,1,1
175,181610.0,Senior Software Engineer,Venturi,London,"Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
Rates: £600 – £700 per day
Location: London
Duration: 6 – 7 Months
Key Responsibilities of the suitable Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
An international organisation is seeking a talented senior developer with experience in software engineering.
The successful applicant will be invited to join our welcoming, diverse team in London and work on innovative solutions to complex problems.
The role will require you to interact with clients and collaborate with their passionate team of data scientists and systems engineers, shaping software to meet client needs.
We are seeking a senior developer with at least seven years of experience within the industry, covering the full spectrum of software engineering practices.
Essential Experience of the suitable Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
Expert in one of the following C++ or Python.
Multiple software languages and environments, including Windows and Linux systems, Web and REST API development
Hands on best practices software development in various modern languages
Application of software engineering skills to quantum computing
Lead achievement of the team’s software engineering outcomes in a distributed environment
Mentoring and advancement of other team members
Ideally come from Finance/Banking/Machine Learning/Quantum Computing background.
Beneficial Experience of the suitable Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
Modern, underlying technologies such as high performance computing, GPGPU, containers and cloud computing environments
GPU’s
Development of Simulators
Development of Use Cases
Applied Research
At least Bachelor’s degree in Engineering (Computer Systems, Software, IT&T, Systems). Specializations in computer science, advanced mathematics and physics are highly regarded
To apply for the Senior Software Engineer role please send an updated CV to shelby.watts@venturi-group.com
Venturi is a staffing business dedicated to you, differentiating ourselves in the marketplace by quality of service and candidate delivery. Our highly skilled and experienced staff operate within dedicated markets to give you the best service possible. Venturi markets include Business Intelligence, Development IT & Legal IT. Venturi operates as an employment agency and employment business. No terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we are happy to accept applications from persons of any age for this role.",0,0,0,0,0,0,0,1,1
176,109220.0,"Site Reliability Engineer (SRE), DevOps Engineer",Head Resourcing Limited,Manchester,"We're at War.
White Hat vs. Black Hat.
Good vs. Evil.

...And we need your help.

Do you want to work with the forerunners in using AI and Deep Learning to create applications that lead the way in security?

You'll be joining the best-of-the-best in Manchester, surrounded by like-minded and driven individuals all keen to further their knowledge of SRE and DevOps related technologies, whilst fighting the good fight against fraudulent online behaviour.

""Site Reliability Engineer"" can mean a lot of things to a lot of people. To us, it's the glue that holds together the software and systems engineering disciplines to build and run large, secure, massively distributed and fault-tolerant systems.

It's also a mindset. You'll have the freedom to be creative in your engineering solutions with one underlying principle - Automate Everything.

As a company, we're the leaders in providing innovative security solutions to the financial services world, utilising Artificial Intelligence, Machine Learning and other cutting-edge technologies to ensure your money stays safe.

You'll need some solid coding principals in languages like C, C++, Python, Ruby, Go, shell scripting etc, as well as being well-versed in Unix/Linux operating systems. You'll also need to demonstrate experience with containerisation technologies such as Kubernetes and/or Docker.

Extensive knowledge of AWS is also a must.

If you've read this and you're interested or have questions, drop me a WhatsApp or call 07919 490 140, or you can email ahill@headresourcing.com",0,0,0,0,0,0,0,1,1
177,53975.0,Insight Analyst,Harnham,Leeds,"Insight Analyst
Leeds - Home Working at Remote Working Available
Up to £45,000
Fantastic chance to joining a global analytics consultancy who have actually onboarding new clients during the COVID outbreak and have huger operations in the UK, USA and Australia, partnering with some of the biggest retailers. This role enables you to work internally with data scientists and engineers using the latest libraries in Python, however more importantly it will enable you to relay some impressive insight!
The Role:
Being an analyst in the team you will be taking a lead on projects, championing
Customer segmentation strategy
Pricing and Promotional analytics
Play a part in interpreting insight from and building some machine learning models in R and Python (no prior experience needed)
This role will also include working with supply chain teams, optimising stock levels through shopper behavioural insights
You will use SQL to code and query the database in order to derive insights for the company
You don't have to tick all of the boxes but some of the following would be relevant:
You will have commercial experience in SQL
Commercial acumen to speak with wider stakeholders
You will ideally have had exposure to statistical tools - R/Python
You will have experience within customer insight and marketing functions
How to Apply
Please register your interest by sending your CV to Jamie Smith at Harnham via the link on this page. Video interview and remote on boarding is permitted.",0,0,1,0,0,0,0,1,0
178,60325.0,DevOps Engineer,Linux Recruit,London,"I have an opportunity for you to become a real-life Superhero within a Medtech company who are at the forefront of Artificial Intelligence (AI) making a difference in the health industry for millions of people around the world. You'd have the chance to work within a team who have created one of the most advanced chatbots that use neural networks, machine learning and natural language procession to assist in aiding the people around the world.
The role is seeking DevOps Engineers of all levels whether you've established yourself and considering a new challenge to use your superpowers or a Junior starting out in the industry who is interested in getting your teeth in some cool tech. Either way, this company encourages new ideas and opinions and promotes professional development.
The tech for this role - Ansible, Docker, AWS, CI/CD tools, Python, Terraform and many more! Great package with awesome benefits, it would be silly to miss out.
What are you waiting for - pack your superhero outfit and get involved!
Drop me an email at 'Dan.phoenix@linuxrecruit.co.uk'",0,0,0,0,0,0,0,1,0
179,92075.0,Backend Engineer - Golang,Linux Recruit,London,"One of the most exciting startup subsidiaries of a successful global business are looking for someone to help build their microservice based architecture within an exciting and challenging environment with Golang.

Working alongside leading lights who have experience delivering high class products at scale within a fully funded and rapidly growing startup you will be responsible for building next generation software in an environment where you will be designing and developing a microservice focused platform with Golang, NoSQL (Dynamo/Cassandra/CouchDB) and Amazon Web Services.

The key features of this position will involve working on different layers of their advanced infrastructure on service oriented architecture. This position will cover different needs of the business which makes it even more exciting, you will be working with Machine Learning, Smart Algorithms and be fully involved in a collaborative environment with a focus on solving complex problems.

The ideal person for this position will have worked with Golang extensively or has a solid understanding of microservices with Java or Node.js, looking for a role where you will be working within an environment with a full focus on microservices in Go, Docker, RESTful API's, Lambda, AWS and NoSQL.

This position promotes a culture where knowledge and passion is key, you are recognised for your effort, creativeness and ownership and there really are no limits as to what the company will go to in supporting your growth as an engineer. Training, hackathons, meetups and external conferences are welcomed and encouraged.

This really is a special position for someone who is looking for a role where you will have the freedom to be the best engineer working with emerging technology and an advanced serverless environment. If you are excited by the prospect of working alongside some of the best Go users in the UK and also sharing your knowledge and experience with mentoring other engineers within the team.

Please note that no terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we will gladly accept applications from individuals of any age for this role. LinuxRecruit is a leading open source specialist and provides services as an agency and an employment business.",0,1,1,0,0,0,0,0,0
180,88900.0,Systems Engineer,Linux Recruit,London,"A leading and well respected Digital Agency are looking to add a Systems Engineer to their passionate and advanced Platform team in Central London.

The four arms to what this global organisation do are, Data Science and Analytics, Research and Development, Machine Learning and Client Services. This is a DevOps position with heavy emphasis on cloud and automation, however if you have an interest in Big Data, Machine Learning or Artificial Intelligence it could be of particular interest to you.

Fundamentally, you will be jointly responsible for improving and maintaining our partners highly automated Linux on AWS based infrastructure, whilst working closely with their wider engineering teams through a combination of intense automation and tooling.

Currently, we're on the look-out for experienced and inquisitive Engineers who come from either a systems or software background with a real passion for automating processes, solving problems and finding solutions. In addition, you should have good working knowledge of Linux systems, strong scripting or development experience in Python and be very comfortable working in an AWS environment using and provisioning a range of services.

As our client are using Ansible, experience with this as an orchestration and provisioning tool is advantageous however Puppet experience is equally as transferable. Our clients stack also includes a range of Hashicorp and Big Data tools, you will be working with Terraform, Vagrant, Vault, Consul and Packer as well as Apache Kafka and Spark.

If successful in this position, not only will you be working with a cutting edge tech stack within an advanced team of respected engineers who regularly speak at meet ups and Open Source events, but you will also be working in a modern and collaborative environment. This multi-national organisation boast a vibrant, large scale office and offer weekly 'Tech Share' lunches, Friday 'Show & Tell' afternoons and host regular hack days. They encourage their engineers to research new technology, attend events and conferences and provide opportunity to up skill through training and certifications.

If you're an experienced DevOps Engineer and see your career as a hobby first and a job second, apply to hear further details.

Please note that no terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we will gladly accept applications from individuals of any age for this role. LinuxRecruit is a leading open source specialist and provides services as an agency and an employment business.",0,0,0,1,0,0,0,1,0
181,76200.0,ML Engineer / Data Scientist,Venturi,London,"Machine Learning Engineer (Data engineering/ Data Science)
ML Engineer / Data Scientist is required for a tech-driven company in a stunning London location. This is a diverse opportunity for a data scientist / machine learning engineer to join a fantastic company, who are global leaders in their industry. You’ll be working on an exciting data-centric product and have exposure to the entire lifecycle of the product.
What’s in it for you as the ML Engineer / Data Scientist:
The ML Engineer / Data Scientist will have a competitive salary of up to £65,000
Being part of an award winning, tech driven company
Gym membership
Generous holidays, plus your birthday
Healthcare and eyecare benefits
Being part of a data – driven and dynamic team
Working with a modern tech stack
New stylish office location
What you’ll be doing in this ML Engineer/ Data Scientist:
You will be applying NLP and other machine learning techniques to large amounts of data and performing analysis
You will be required to be consultative, and explain complex ideas to non-technical audiences
You will be focused on production (not only researching)
You’ll be implementing prototypes and working in a Big Data environment
Essential skills of the ML Engineer/ Data Scientist:
2 years of commercial experience
Exposure to NLP
Good experience with machine learning and Data Science
Great programming skills in Python, R, Java or Scala
Very good communicative skills
Ability to work well in a close-knit team
Practical Knowledge of SQL/Nosql databases
Relevant Bachelor’s degree in ML, Computer Science, Mathematics, statistics etc
Beneficial skills of the ML Engineer/ Data Scientist
Experience with deep learning, text mining or neural nets
Exposure to technologies such as tensorflow, decision trees, spark
Masters or PHD in relevant subject
As you can see this is a well-rounded and diverse opportunity to improve skills in all areas and join an innovative data-driven company.
To apply for this position please send a recent CV to: georgia.bright@venturi-group.com
Keywords for search – Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java, Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, spark, scala, R, neural nets, deep learning, SQL, NoSQL, Java
Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, colour, sex (including pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law.",0,1,1,1,0,1,1,1,0
182,79375.0,Senior Data Scientist,Austin Fraser,Berkshire,"Senior Data Scientist
A valued long term client is using big data and predictive analytics to advance the sustainability of the UK’s agriculture sector against a climate of ever-increasing demand. This exciting government-backed startup is looking to enhance its predictive analytics capabilities by hiring a Senior Data Scientist to take the lead technically and contribute to the strategic direction of data science within the business.
Role Description
As a Senior Data Scientist, you will develop analytical capabilities, predictive models and data processing pipelines that embed analytics and insights into their daily operations.
You will act as a ‘thought leader’ for Data Science within the business, driving innovation and contributing to the strategy behind how they provide their clients with critical insights and analytics. As a Senior Data Scientist, you will lead from a technical perspective too, acting as their resident subject-matter expert.
Technical Requirements
Background in data science within a complex domain such as; life sciences, astrophysics, earth observation/geographical information systems, agrifood etc.
Data science: Solving market-facing problems using:
Recognition (natural language processing, text and other unstructured data)
Predictive analytics (machine learning, data assimilation, modelling and statistics)
Patterns and anomalies, or
Goal-driven systems.
Proficiency in Python and data processing and modelling libraries such as pandas and TensorFlow. R is a bonus but not a neccesity.
Experience working alongside data engineers and developers to create production-ready data pipelines.
Awareness of data visualisation tools such as Power BI, Tableau or others.
Delivering in a cloud environment (Azure, AWS or Google Cloud)
Person Specification
Comfortable working face-to-face and remotely as part of a collaborative multi-disciplinary team.
Experience working in a lean and agile environment
A well-organised self-starter able to deal with ambiguity.
Keen to learn and grow through continuous improvement.
A coach for others and thought leader for Data Science within the business.
To be considered for this position, please contact Sam Chaher at Austin Fraser.
Austin Fraser is acting as an Employment Agency in relation to this vacancy.
Austin Fraser is committed to being an equal opportunities employer, and encourages applications from candidates regardless of sex, race, disability, age, sexual orientation, gender reassignment, religion or belief, marital status, or pregnancy and maternity status.
Due to the volume of applications received, we are unable to provide individual feedback to unsuccessful applicants.",0,0,0,0,0,1,0,1,0
183,139700.0,Data Platform Engineer,Venturi,London,"Data Platform Engineer (Python/ Kafka / Spark)
Central London
Immediate start
12 month contract
£450 – £550 depending on experience
A Data Platform Engineer (Python / Kafka / Spark) is required to join a successful start-up in the financial services industry, based in Central London for an immediate 12-month contract.
The Data Platform Engineer (Python / Kafka / Spark) will join a highly skilled team to build the back-end of a Data Analytics Platform.
The right candidate must have a passion for Data and expertise of the Python programming language, plus a minimum of 4 years of hands-on development experience.
Key responsibilities for the Data Platform Engineer (Python / Kafka / Spark) include :
Own features from design to deployment
Work with technology and Data Science teams to understand application requirements
Write tests, API and deployment documentation
Essential skills for the Data Platform Engineer (Python / Kafka / Spark) include :
Minimum of 4 years hands-on development experience
Expertise of the Python programming language
Knowledge of Spark / Kafka / Druid / Ignite
A passion for Test Driven Development
Mastery of and expertise in Git
Solid fundamentals of data structures and algorithms
Comprehension of application architecture
Desirable skills for Data Platform Engineer (Python/ Kafka / Spark) include :
Experience working with Big Data sets (experience with financial data would be a bonus)
Familiarity with some of these technologies: Pandas / Java / Bash / HDFS / Numpy
Knowledge of Data Science and Machine Learning would be beneficial
Dev-ops: Ansible, Docker, Jenkins etc
What will make the Data Platform Engineer (Python / Kafka / Spark) a superstar?
You will have a detail-orientated, problem solving approach
You will value continual learning
You will have an academic background and be keen to broaden your existing skills and expertise
The right candidate must be available to start immediately and must be willing to undertake occasional travel to the client site (commutable from HQ.)
Prerequisite:
The candidate must have the right to work in the UK.
If you think this sounds like a perfect fit, please click APPLY.
Venturi is a staffing business dedicated to you, differentiating ourselves in the marketplace by quality of service and candidate delivery. Our highly skilled and experienced staff operate within dedicated markets to give you the best service possible. Venturi markets include Business Intelligence, Development IT & Legal IT. Venturi operates as an employment agency and employment business. No terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we are happy to accept applications from persons of any age for this role.",0,1,0,1,0,0,0,1,0
